player,nation,minutes,goals,npg,npxg,age
Dwight McNeil,ENG,787,0,0,,26
Dávid Hancko,SVK,2027,0,0,,28
Désiré Doué,FRA,837,4,4,,20
Dženan Pejčinović,GER,922,5,5,,21
Ebenezer Akinsanmiro,NGA,934,0,0,,21
Eberechi Eze,ENG,1412,6,6,,27
Eddie Nketiah,ENG,424,2,2,,26
Eddy Kouadio,CIV,72,0,0,,19
Eder García,ESP,38,0,0,,22
Edin Džeko,BIH,244,0,0,,39
Edmond Tapsoba,BFA,1855,4,4,,27
Edoardo Corvi,ITA,1440,0,0,,24
Edoardo Goldaniga,ITA,1,0,0,,32
Edoardo Iannoni,ITA,238,1,1,,24
Edon Zhegrova,KVX,295,0,0,,26
Edu Expósito,ESP,1666,1,1,,29
Eduardo Camavinga,FRA,1052,1,1,,23
El Chadaille Bitshiabu,FRA,340,0,0,,20
El Hadji Malick Diouf,SEN,1914,0,0,,21
Eli Junior Kroupi,FRA,1061,8,8,,19
Elia Caprile,ITA,2520,0,0,,24
Elias Baum,GER,27,0,0,,20
Elias Saad,TUN,497,0,0,,26
Eliesse Ben Seghir,MAR,244,0,0,,21
Eliezer Mayenda,ESP,744,2,2,,20
Elif Elmas,MKD,1495,1,1,,26
Elisha Owusu,GHA,1534,0,0,,28
Elliot Anderson,ENG,2596,2,1,,23
Ellyes Skhiri,TUN,1023,0,0,,30
Elseid Hysaj,ALB,165,0,0,,32
Elvis Rexhbeçaj,KVX,999,2,2,,28
Elye Wahi,FRA,695,3,3,,23
Emanuel Emegha,NED,414,4,4,,23
Emanuele Valeri,ITA,1851,0,0,,27
Emerson Palmieri,ITA,1573,0,0,,31
Emersonn,BRA,1155,3,3,,21
Emi Buendía,ARG,1352,5,5,,29
Emil Audero,IDN,2160,0,0,,29
Emil Holm,SWE,700,1,1,,25
Emil Krafth,SWE,45,0,0,,31
Emile Smith Rowe,ENG,1457,3,3,,25
Emiliano Martínez,ARG,2205,0,0,,33
Emir Sahiti,KVX,120,0,0,,27
Emirhan İlkhan,TUR,582,0,0,,21
Emmanuel Agbadou,CIV,1101,0,0,,28
Emmanuel Biumla,FRA,176,0,0,,20
Emre Can,GER,621,3,0,,32
Endrick,BRA,544,3,2,,19
Enes Ünal,TUR,182,1,1,,28
Enrico Del Prato,ITA,2258,1,1,,26
Enzo Boyomo,CMR,1642,1,1,,24
Enzo Ebosse,CMR,439,0,0,,26
Enzo Fernández,ARG,2398,8,6,,25
Enzo Koffi Vinette,FRA,205,0,0,,20
Enzo Le Fée,FRA,2295,4,1,,26
Enzo Molebe,FRA,10,0,0,,18
Eray Cömert,SUI,744,2,2,,28
Eren Dinkçi,GER,689,1,1,,24
Eric Bailly,CIV,593,1,1,,31
Eric Dier,ENG,672,1,1,,32
Eric García,ESP,2170,1,1,,25
Eric Martel,GER,1940,1,1,,23
Eric Smith,SWE,1934,2,2,,29
Erling Haaland,NOR,2323,22,19,,25
Ermedin Demirović,BIH,1087,8,7,,27
Ernest Poku,NED,1298,5,5,,22
Esteban Lepaul,FRA,1883,13,13,,25
Estêvão Willian,BRA,746,2,2,,18
Ethan Ampadu,WAL,2309,1,1,,25
Ethan Mbappé,FRA,389,3,3,,19
Ethan Nwaneri,ENG,387,1,1,,18
Ethan Pinnock,JAM,228,0,0,,32
Etienne Youte Kinkoue,FRA,326,0,0,,24
Evan Ferguson,IRL,773,3,3,,21
Evanilson,BRA,2014,6,6,,26
Evann Guessand,CIV,798,1,1,,24
Everton Pereira,FRA,135,0,0,,18
Exequiel Palacios,ARG,375,0,0,,27
Ezechiel Banzuzi,NED,474,0,0,,21
Ezequiel Ávila,ARG,319,1,0,,32
Ezequiél Fernández,ARG,815,0,0,,23
Ezra Mayers,BRB,117,0,0,,19
Ezri Konsa,ENG,2495,0,0,,28
Fabian Rieder,SUI,1666,3,2,,24
Fabian Schär,SUI,1091,0,0,,34
Fabiano Parisi,ITA,1211,0,0,,25
Fabien Centonze,FRA,674,3,3,,30
Fabio Baldé,POR,302,0,0,,20
Fabio Carvalho,POR,102,1,1,,23
Fabio Chiarodia,ITA,406,0,0,,20
Fabio Miretti,ITA,512,1,1,,22
Fabio Moreno Fell,GER,77,0,0,,25
Fabio Vieira,POR,1436,4,3,,25
Fabián Ruiz Peña,ESP,796,1,1,,29
Facundo Buonanotte,ARG,71,0,0,,21
Facundo Garcés,MAS,793,0,0,,26
Facundo Medina,ARG,645,0,0,,26
Fali Candé,GNB,509,0,0,,28
Fallou Cham,GAM,228,0,0,,20
Fares Chaïbi,ALG,1291,2,2,,23
Faris Pemi Moumbagna,CMR,93,0,0,,25
Faustino Anjorin,ENG,254,0,0,,24
Federico Baschirotto,ITA,2250,2,2,,29
Federico Bernardeschi,ITA,751,2,1,,32
Federico Bonazzoli,ITA,1671,6,5,,28
Federico Ceccherini,ITA,397,0,0,,33
Federico Chiesa,ITA,281,2,2,,28
Federico Dimarco,ITA,2075,6,6,,28
Federico Gatti,ITA,945,2,2,,27
Federico Gattoni,ARG,10,0,0,,27
Federico Ravaglia,ITA,1110,0,0,,26
Federico Redondo,ARG,90,0,0,,23
Federico Valverde,URU,2157,2,2,,27
Federico Viñas,URU,1518,5,4,,27
Felipe Chávez,PER,28,0,0,,18
Felipe Loyola,CHI,284,1,1,,25
Felix Agu,NGA,576,0,0,,26
Felix Mambimbi,SUI,483,1,1,,25
Felix Nmecha,GER,1895,2,2,,25
Fer López,ESP,649,0,0,,21
Ferdi Kadioglu,TUR,2323,0,0,,26
Ferland Mendy,FRA,92,0,0,,30
Fermin López,ESP,1216,5,5,,22
Fernando Calero,ESP,1582,0,0,,30
Ferran Jutglà,ESP,1020,4,4,,27
Ferrán Torres,ESP,1514,12,12,,26
Fikayo Tomori,ENG,2034,0,0,,28
Filip Jørgensen,DEN,264,0,0,,23
Filip Kostić,SRB,466,3,3,,33
Filip Stojilković,SUI,267,0,0,,26
Filip Ugrinic,SUI,975,0,0,,27
Filippo Mane,ITA,131,0,0,,21
Filippo Rinaldi,ITA,90,0,0,,23
Filippo Romagna,ITA,256,0,0,,28
Filippo Terracciano,ITA,2216,2,2,,23
Finn Dahmen,GER,2250,0,0,,27
Finn Jeltsch,GER,1192,0,0,,19
Fisayo Dele-Bashiru,NGA,497,0,0,,25
Fisnik Asllani,KVX,1686,8,8,,23
Florent Hanin,ALG,617,0,0,,36
Florentino Luís,POR,1654,0,0,,26
Florian Kainz,AUT,243,1,1,,33
Florian Lejeune,FRA,2420,0,0,,34
Florian Neuhaus,GER,886,0,0,,28
Florian Sotoca,FRA,151,0,0,,35
Florian Thauvin,FRA,1967,8,6,,33
Florian Wirtz,GER,1851,4,4,,22
Fodé Ballo-Touré,SEN,827,0,0,,29
Fodé Doucouré,MLI,828,2,2,,25
Fodé Sylla,FRA,63,0,0,,19
Folarin Balogun,USA,1479,7,6,,24
Formose Mendy,SEN,135,0,0,,25
Fran Beltrán,ESP,965,1,1,,27
Fran Garcia,ESP,414,1,1,,26
Francesco Acerbi,ITA,973,0,0,,38
Francesco Camarda,ITA,639,1,1,,17
Francesco Coppola,ITA,451,0,0,,20
Francesco Esposito,ITA,1055,4,4,,20
Francesco Folino,ITA,594,1,1,,24
Francis Abu,GHA,526,0,0,,24
Francis Coquelin,FRA,433,0,0,,34
Francisco Conceição,POR,1305,3,3,,23
Francisco Perez,ESP,968,2,2,,23
Francisco Sierralta,CHI,861,1,1,,28
Franck Honorat,FRA,1422,0,0,,29
Franco Carboni,ITA,5,0,0,,22
Franco Israel,URU,810,0,0,,25
Franco Mastantuono,ARG,769,1,1,,18
Franco Vázquez,ARG,524,1,1,,37
Frank Feller,GER,90,0,0,,22
Frank Magri,CMR,1253,5,5,,26
Frank Onyeka,NGA,92,0,0,,28
Freddie Potts,ENG,1101,0,0,,22
Frederic Guilbert,FRA,16,0,0,,31
Frederik Rønnow,DEN,2250,0,0,,33
Fredrik Oppegard,NOR,885,0,0,,23
Frenkie de Jong,NED,1495,1,1,,28
Fynn Schenten,GER,100,0,0,,18
Fábio Cardoso,POR,295,0,0,,31
Fábio Silva,POR,575,1,1,,23
Félix Correia,POR,1410,3,3,,25
Félix Lemaréchal,FRA,555,0,0,,22
Gabin Bernardeau,FRA,95,0,0,,20
Gabriel Gudmundsson,SWE,2318,0,0,,26
Gabriel Jesus,BRA,313,2,2,,28
Gabriel Magalhães,BRA,2076,3,3,,28
Gabriel Martinelli,BRA,824,1,1,,24
Gabriel Osho,NGA,134,0,0,,27
Gabriel Strefezza,BRA,362,0,0,,28
Gabriel Suazo,CHI,1429,0,0,,28
Gabriele Piccinini,ITA,657,0,0,,24
Gabriele Zappa,ITA,1325,0,0,,26
Gaby Jean,FRA,19,0,0,,26
Gaetano Oristanio,ITA,790,1,1,,23
Gauthier Hein,FRA,1631,6,2,,29
Gautier Lloris,FRA,1768,1,1,,30
Gavi,ESP,67,0,0,,21
Gaëtan Perrin,FRA,262,1,1,,29
Gennaro Borrelli,ITA,1038,3,3,,25
Geoffrey Kondogbia,CTA,461,0,0,,33
George Earthy,ENG,9,0,0,,21
George Hemmings,ENG,27,0,0,,19
George Ilenikhena,NGA,385,2,2,,19
Georges Mikautadze,GEO,1626,9,9,,25
Georginio Rutter,FRA,1595,2,2,,23
Gerard Gumbau,ESP,666,0,0,,31
Gerard Martín,ESP,1264,0,0,,24
Gerard Moreno,ESP,747,7,5,,33
Germán Valera,ESP,2039,4,4,,23
Gerónimo Rulli,ARG,1890,0,0,,33
Gessime Yassine,MAR,77,0,0,,20
Giacomo Raspadori,ITA,483,1,1,,26
Gianluca Gaetano,ITA,1089,2,2,,25
Gianluca Mancini,ITA,2397,0,0,,29
Gianluca Scamacca,ITA,1090,8,6,,27
Gianluigi Donnarumma,ITA,2340,0,0,,27
Gideon Mensah,GHA,1627,0,0,,27
Gift Orban,NGA,1665,7,5,,23
Gio Reyna,USA,403,0,0,,23
Giorgi Abuashvili,GEO,523,1,1,,23
Giorgi Gocholeishvili,GEO,858,0,0,,25
Giorgi Kvilitaia,GEO,120,0,0,,32
Giorgi Mamardashvili,GEO,450,0,0,,25
Giorgio Scalvini,ITA,1021,2,2,,22
Giovane,BRA,1638,3,3,,22
Giovani Lo Celso,ARG,1094,2,2,,29
Giovanni Bonfanti,ITA,494,0,0,,23
Giovanni Di Lorenzo,ITA,2009,1,1,,32
Giovanni Fabbian,ITA,863,2,2,,23
Giovanni Simeone,ARG,1412,6,6,,30
Giuliano Simeone,ARG,1754,3,3,,23
Giuseppe Ambrosino,ITA,38,0,0,,22
Giuseppe Pezzella,ITA,1807,0,0,,28
Gleison Bremer,BRA,1361,3,3,,28
Glen Kamara,FIN,52,0,0,,30
Godson Kyeremeh,FRA,344,0,0,,25
Goduine Koyalipou,CTA,666,1,1,,26
Gonzalo García,ESP,643,4,4,,21
Gonzalo Villar,ESP,35,0,0,,27
Gonçalo Guedes,POR,1530,6,6,,29
Gonçalo Ramos,POR,1025,5,4,,24
Gorka Carrera,ESP,14,0,0,,20
Gorka Guruzeta,ESP,1580,6,5,,29
Grady Diangana,COD,683,1,1,,27
Granit Xhaka,SUI,2094,1,1,,33
Grant Ranos,ARM,119,1,1,,22
Gregor Kobel,SUI,2250,0,0,,28
Grigoris Kastanos,CYP,44,0,0,,28
Grischa Prömel,GER,1372,6,6,,31
Grégoire Coudert,FRA,1382,0,0,,26
Guela Doué,CIV,1521,2,2,,23
Guglielmo Vicario,ITA,2610,0,0,,29
Guido Rodríguez,ARG,499,0,0,,31
Guilherme Ramos,POR,48,0,0,,28
Guillaume Restes,FRA,2250,0,0,,20
Guillermo Maripán,CHI,2026,2,2,,31
Gustav Isaksen,DEN,1147,3,3,,24
Gvidas Gineitis,LTU,1056,0,0,,21
Habib Diallo,SEN,1552,4,4,,30
Habib Diarra,SEN,924,2,1,,22
Haissem Hassan,FRA,1510,0,0,,24
Hakan Çalhanoğlu,TUR,1331,8,4,,32
Hamari Traoré,MLI,860,0,0,,34
Hamed Junior Traorè,CIV,359,1,1,,26
Hamidou Makalou,MLI,164,0,0,,19
Hamza Igamane,MAR,432,5,5,,23
Hamza Koutoune,MAR,1,0,0,,19
Han-Noah Massengo,FRA,2031,2,2,,24
Hannes Behrens,GER,550,0,0,,21
Hannibal Mejbri,TUN,883,1,1,,23
Hans Hateboer,NED,523,0,0,,32
Hans Nicolussi Caviglia,ITA,812,0,0,,25
Haris Belkebla,ALG,2086,0,0,,32
Haris Tabakovic,BIH,1771,11,11,,31
Harouna Djibrin,CMR,304,2,2,,19
Harrison Armstrong,ENG,494,0,0,,19
Harrison Reed,ENG,27,1,1,,31
Harry Howell,ENG,94,0,0,,17
Harry Kane,ENG,1942,30,20,,32
Harry Maguire,ENG,1036,1,1,,33
Harry Wilson,WAL,2084,9,9,,28
Harvey Barnes,ENG,1494,5,5,,28
Harvey Elliott,ENG,113,0,0,,22
Hassane Kamara,CIV,1152,0,0,,32
Hauke Wahl,GER,1845,2,2,,31
Henrick Do Marcolino,FRA,3,0,0,,19
Henrik Meister,DEN,1275,2,2,,22
Henrikh Mkhitaryan,ARM,1160,2,2,,37
Heorhii Tsitaishvili,GEO,1735,2,2,,25
Hernani,BRA,73,0,0,,31
Hervé Koffi,BFA,1980,0,0,,29
Hicham Boudaoui,ALG,1020,1,1,,26
Himad Abdelli,ALG,1010,2,0,,26
Hiroki Ito,JPN,481,1,1,,26
Hjalmar Ekdal,SWE,1179,0,0,,27
Honest Ahanor,ITA,1015,0,0,,18
Hong Hyunseok,KOR,284,0,0,,26
Hugo Bolin,SWE,201,0,0,,22
Hugo Bueno,ESP,1862,1,1,,23
Hugo Duro,ESP,1454,8,7,,26
Hugo Ekitike,FRA,1769,11,11,,23
Hugo García,ESP,8,0,0,,19
Hugo Larsson,SWE,1220,1,1,,21
Hugo López,ESP,56,0,0,,19
Hugo Magnetti,FRA,1999,1,1,,27
Hugo Rincón,ESP,1444,0,0,,23
Hugo Solozabal,ESP,11,0,0,,23
Hugo Sotelo,ESP,908,0,0,,22
Hugo Álvarez,ESP,811,2,2,,22
Hwang Hee-chan,KOR,1149,2,1,,30
Hákon Haraldsson,ISL,1695,5,5,,22
Hákon Valdimarsson,ISL,90,0,0,,24
Héctor Bellerín,ESP,1081,0,0,,30
Héctor Fort,ESP,327,1,1,,19
Iago Aspas,ESP,814,4,2,,38
Ian Maatsen,NED,1255,0,0,,23
Ibou Sané,SEN,541,1,1,,20
Ibrahim Maza,ALG,1121,2,2,,20
Ibrahim Mbaye,SEN,828,1,1,,18
Ibrahim Osman,GHA,625,0,0,,21
Ibrahim Salah,MAR,35,0,0,,24
Ibrahim Sangaré,CIV,1585,2,2,,28
Ibrahim Sulemana,GHA,485,1,1,,22
Ibrahima Konaté,FRA,2404,1,1,,26
Ibrahima Sissoko,MLI,255,0,0,,28
Idrissa Gana Gueye,SEN,1666,2,2,,36
Idrissa Guèye,SEN,310,0,0,,19
Idrissa Touré,GER,1987,1,1,,27
Ifechukwu Ogbus,SUI,672,0,0,,20
Iglesias,ESP,2200,1,1,,27
Ignace Van Der Brempt,BEL,661,0,0,,23
Ignatius Ganago,CMR,242,1,0,,27
Igor,BRA,105,0,0,,28
Igor Carioca,BRA,1197,1,1,,29
Igor Jesus,BRA,1668,2,2,,25
Igor Matanovic,CRO,952,6,5,,22
Igor Paixão,BRA,1366,5,5,,25
Igor Zubeldia,ESP,1755,0,0,,28
Ihlas Bebou,TOG,171,0,0,,31
Iker Benito,ESP,150,1,1,,23
Iker Bravo,ESP,206,1,1,,21
Iker Losada,ESP,510,2,2,,24
Iker Muñoz,ESP,538,0,0,,23
Ilaix Moriba,GUI,1787,0,0,,23
Ilan Kebbal,ALG,1957,8,5,,27
Ilia Gruev,BUL,1248,0,0,,25
Ilias Akhomach,MAR,663,0,0,,21
Iliman Ndiaye,SEN,1970,5,3,,26
Illia Zabarnyi,UKR,1667,1,1,,23
Ilyas Ansah,GER,1517,5,5,,21
Ilyas Chaira,MAR,1602,3,3,,25
Immanuel Pherai,SUR,35,0,0,,24
Ioan Vermeșan,ROU,9,0,0,,19
Ionuț Radu,ROU,2430,0,0,,28
Isaac,BRA,20,0,0,,21
Isaac Palazón Camacho,ESP,1910,3,1,,31
Isaac Romero,ESP,1028,4,4,,25
Isaac Schmidt,SUI,528,1,1,,26
Isak Hansen-Aarøen,NOR,2,0,0,,21
Isak Hien,SWE,1715,1,1,,27
Isak Jansson,SWE,541,1,1,,24
Isco,ESP,31,0,0,,33
Ismael Bekhoucha,MAR,122,0,0,,21
Ismaila Sarr,SEN,1635,7,5,,28
Ismaël Doukouré,FRA,1578,0,0,,22
Ismaël Gharbi,TUN,92,0,0,,21
Ismaël Guerti,FRA,27,0,0,,21
Ismaël Koné,CAN,1921,5,5,,23
Ismaëlo Ganiou,BFA,1242,2,2,,20
Issa Diop,FRA,596,0,0,,29
Issa Soumaré,SEN,2138,6,5,,25
Ivan Ilić,SRB,416,0,0,,24
Ivan Provedel,ITA,2430,0,0,,31
Ivan Smolčić,CRO,1083,0,0,,25
Iván Balliu,ALB,258,0,0,,34
Iván Corralejo,ESP,15,0,0,,18
Iván Martín,ESP,1900,0,0,,27
Iván Romero,ESP,1742,4,4,,24
Iñaki Peña,ESP,1440,0,0,,27
Iñaki Williams,GHA,1322,2,1,,31
Iñigo Arguibide,ESP,187,0,0,,20
Iñigo Lekue,ESP,434,0,0,,32
Iñigo Ruiz de Galarreta,ESP,1556,1,1,,32
Jacen Russell-Rowe,CAN,96,0,0,,23
Jack Fletcher,ENG,108,0,0,,18
Jack Grealish,ENG,1627,2,2,,30
Jack Harrison,ENG,694,0,0,,29
Jack Hinshelwood,ENG,1007,1,1,,20
Jackson Irvine,AUS,913,0,0,,33
Jackson Tchatchoua,CMR,1615,0,0,,24
Jacob Bruun Larsen,DEN,972,0,0,,27
Jacob Murphy,ENG,1144,3,3,,31
Jacob Ondrejka,SWE,663,0,0,,23
Jacob Ramsey,ENG,901,2,2,,24
Jacobo Ramón,ESP,2157,2,2,,21
Jacopo Fazzini,ITA,424,0,0,,22
Jacques Ekomie,GAB,1673,0,0,,22
Jadon Sancho,ENG,697,0,0,,25
Jahmai Simpson-Pusey,ENG,413,0,0,,20
Jaidon Anthony,ENG,1934,7,7,,26
Jair Cunha,BRA,215,0,0,,21
Jairo Izquierdo,ESP,24,0,0,,32
Jaka Bijol,SVN,1128,1,1,,27
Jake O'Brien,IRL,2368,0,0,,24
Jakub Kamiński,POL,2228,6,6,,23
Jakub Piotrowski,POL,1299,1,1,,28
Jamaal Lascelles,ENG,21,0,0,,32
Jamal Musiala,GER,306,1,0,,23
Jamaldeen Jimoh,ENG,9,0,0,,19
James Garner,ENG,2603,2,2,,24
James Hill,ENG,1296,0,0,,24
James Justin,ENG,1091,1,1,,28
James Mcatee,ENG,176,0,0,,23
James Milner,ENG,561,1,0,,40
James Sands,USA,1934,1,1,,25
James Tarkowski,ENG,2610,1,1,,33
James Trafford,ENG,270,0,0,,23
James Ward-Prowse,ENG,563,0,0,,31
Jamie Gittens,ENG,495,0,0,,21
Jamie Leweling,GER,1762,7,7,,25
Jamie Vardy,ENG,1803,5,5,,39
Jamil Siebert,GER,801,0,0,,23
Jan Bürger,GER,247,0,0,,18
Jan Oblak,SVN,2340,0,0,,33
Jan Paul van Hecke,NED,2400,3,3,,25
Jan Salas,ESP,17,0,0,,20
Jan Schöppner,GER,1580,1,1,,26
Jan Thielmann,GER,1271,3,3,,23
Jan Urbich,GER,39,0,0,,21
Jan Virgili,ESP,1445,0,0,,19
Jan Ziółkowski,POL,443,0,0,,20
Jan-Niklas Beste,GER,1287,1,1,,27
Janik Haberer,GER,1235,0,0,,31
Janis Blaswich,GER,751,0,0,,34
Jano Monserrate,ESP,18,0,0,,20
Jarell Quansah,ENG,1699,3,3,,23
Jari Vandeputte,BEL,1466,0,0,,30
Jarrad Branthwaite,ENG,491,1,1,,23
Jarrod Bowen,ENG,2598,8,7,,29
Javi Galán,ESP,1004,0,0,,31
Javi López,ESP,932,0,0,,23
Javi Puado,ESP,674,2,1,,27
Javi Rodríguez,ESP,1760,0,0,,22
Javier Guerra,ESP,1336,1,1,,23
Javier Llabrés,ESP,168,0,0,,23
Javier Muñoz,ESP,488,0,0,,31
Javier Rueda Garcia,ESP,958,2,2,,23
Jay Idzes,IDN,2339,0,0,,25
Jaydee Canvot,FRA,807,0,0,,19
Jayden Addai,NED,686,3,3,,20
Jayden Bogle,ENG,2267,1,1,,25
Jaydon Amauri Banel,NED,10,0,0,,21
Jean Butez,FRA,2520,0,0,,30
Jean Mattéo Bahoya,FRA,1105,3,3,,20
Jean Onana,CMR,19,0,0,,26
Jean-Clair Todibo,FRA,1608,0,0,,26
Jean-Daniel Akpa-Akpro,CIV,736,1,1,,33
Jean-Luc Dompé,FRA,1113,3,2,,30
Jean-Philippe Gbamin,CIV,1827,1,1,,30
Jean-Philippe Krasso,CIV,1065,2,1,,28
Jean-Philippe Mateta,FRA,1904,8,5,,28
Jean-Ricner Bellegarde,HAI,1013,1,1,,27
Jean-Victor Makengo,FRA,1181,3,3,,27
Jeanuël Belocian,FRA,736,0,0,,21
Jeff Ekhator,ITA,618,2,2,,19
Jefferson Lerma,COL,1165,0,0,,31
Jeffrey De Lange,NED,360,0,0,,27
Jeffrey Gouweleeuw,NED,365,0,0,,34
Jens Odgaard,DEN,1158,5,5,,26
Jens Stage,DEN,1972,7,7,,29
Jenson Seelt,NED,815,0,0,,22
Jeong Woo-yeong,KOR,1010,2,2,,26
Jeremie Boga,CIV,768,4,4,,29
Jeremie Frimpong,NED,627,0,0,,25
Jeremy Arévalo,ECU,29,0,0,,20
Jeremy Doku,BEL,1200,1,1,,23
Jeremy Sarmiento,ECU,142,0,0,,23
Jeremy Toljan,GER,2242,1,1,,31
Jesper Karlström,SWE,2473,1,1,,30
Jesper Lindstrøm,DEN,182,0,0,,26
Jessic Ngankam,GER,62,0,0,,25
Jessy Deminguet,FRA,1356,1,1,,28
Jesus Rodríguez,ESP,1493,1,1,,20
Jesus Vazquez,ESP,676,0,0,,23
Jesús Areso,ESP,1346,0,0,,26
Jhon Arias,COL,1124,1,1,,28
Jhon Lucumí,COL,1551,1,1,,27
Jhon Solis,COL,380,0,0,,21
Jim Allevinah,GAB,133,1,1,,31
Joachim Andersen,DEN,2291,0,0,,29
Joakim Mæhle,DEN,424,0,0,,28
Joan García,ESP,1890,0,0,,24
Joan Jordán,ESP,25,0,0,,31
Joaquín Martínez Gauna,ESP,689,0,0,,22
Joaquín Panichelli,ARG,2058,14,9,,23
Job Ochieng',KEN,26,0,0,,23
Jobe Bellingham,ENG,1034,0,0,,20
Jocelin Ta Bi,CIV,38,0,0,,21
Joe Gomez,ENG,410,0,0,,28
Joe Knight,ENG,1,0,0,,20
Joe Rodon,WAL,2365,2,2,,28
Joe Scally,USA,1822,1,1,,23
Joe Willock,ENG,601,0,0,,26
Joe Worrall,ENG,483,0,0,,29
Joel Asoro,SWE,227,0,0,,26
Joel Fujita,JPN,2033,1,1,,24
Joel Mvuka,NOR,560,0,0,,23
Joel Roca,ESP,894,2,2,,20
Joelinton,BRA,1574,2,2,,29
Jofre,ESP,749,1,1,,24
Jofre Torrents,ESP,50,0,0,,19
Johan Bakayoko,BEL,708,2,2,,22
Johan Manzambi,SUI,1447,3,3,,20
Johan Mojica,COL,2052,0,0,,33
Johan Vásquez,MEX,2502,0,0,,27
Johann Lepenant,FRA,1471,0,0,,23
John,BRA,437,0,0,,30
John Donald,ESP,458,1,1,,25
John McGinn,SCO,1591,3,3,,31
John Stones,ENG,353,0,0,,31
Johnny Cardoso,USA,708,0,0,,24
Joi Nuredini,ALB,2,0,0,,18
Jon Aramburu,VEN,2051,1,1,,23
Jon Gorrotxategi,ESP,1863,1,1,,24
Jon Guridi,ESP,631,0,0,,31
Jon Karrikaburu,ESP,132,0,0,,23
Jon Martin,ESP,1530,0,0,,19
Jon Moncayola,ESP,2089,0,0,,27
Jon Pacheco,ESP,1680,0,0,,25
Jonah Kusi-Asare,SWE,39,0,0,,18
Jonas Adjetey,GHA,137,0,0,,22
Jonas Föhrenbach,GER,1650,1,1,,30
Jonas Hofmann,GER,960,2,2,,33
Jonas Meffert,GER,145,0,0,,31
Jonas Urbig,GER,630,0,0,,22
Jonas Wind,DEN,301,0,0,,27
Jonathan Burkardt,GER,877,9,7,,25
Jonathan Clauss,FRA,1831,1,1,,33
Jonathan David,CAN,1419,5,5,,26
Jonathan Fischer,DEN,2174,0,0,,24
Jonathan Gradit,FRA,807,0,0,,33
Jonathan Ikone,FRA,586,1,1,,27
Jonathan Rowe,ENG,1150,1,1,,22
Jonathan Tah,GER,1662,2,2,,30
Jones El-Abdellaoui,MAR,513,2,2,,20
Jonny Castro,ESP,2274,0,0,,32
Jordan Henderson,ENG,1640,1,1,,35
Jordan Lefort,FRA,2250,0,0,,32
Jordan Pickford,ENG,2610,0,0,,32
Jordan Teze,NED,1781,0,0,,26
Jordan Torunarigha,GER,1264,0,0,,28
Jordan Zemura,ZIM,1017,0,0,,26
Jordy Makengo,FRA,860,0,0,,24
Jorge Cabello,ESP,362,0,0,,21
Jorge Cestero,ESP,13,0,0,,19
Jorge Cuenca,ESP,933,0,0,,26
Jorge Herrando,ESP,1366,0,0,,25
Jorge Montes,ESP,27,0,0,,22
Jorge de Frutos,ESP,1790,10,9,,29
Joris Chotard,FRA,2067,2,2,,24
Jorrel Hato,NED,548,0,0,,20
Josan,ESP,463,0,0,,36
Joselu Pérez,ESP,22,0,0,,21
Josep Martinez,ESP,180,0,0,,27
Joseph Aidoo,GHA,378,0,0,,30
Joseph Liteta,ZAM,264,0,0,,20
Joseph Nduquidi,FRA,7,0,0,,21
Josh Cullen,IRL,1514,2,2,,29
Josh Doig,SCO,1723,0,0,,23
Josh Laurent,ENG,1409,1,1,,30
Josha Vagnoman,GER,1408,1,1,,25
Joshua Acheampong,ENG,573,1,1,,19
Joshua Kimmich,GER,1637,2,2,,31
Joshua King,ENG,997,0,0,,19
Joshua Zirkzee,NED,523,2,2,,24
Josip Brekalo,CRO,486,0,0,,27
Josip Juranović,CRO,179,0,0,,30
Josip Stanišić,CRO,1256,2,2,,25
Josué Casimir,HAI,1319,1,1,,24
José Luis García Vayá,ESP,1701,2,1,,27
José Luis Gayà,ESP,1789,1,1,,30
José Luis Morales,ESP,321,1,0,,38
José María Giménez,URU,994,0,0,,31
José Salinas,ESP,231,0,0,,25
José Sá,POR,1620,0,0,,33
Jota Silva,POR,12,0,0,,26
Jovan Milošević,SRB,298,3,3,,20
Jozhua Vertrouwd,NED,276,0,0,,21
João Cancelo,POR,281,0,0,,31
João Gomes,BRA,2207,1,1,,25
João Mário Lopes,POR,629,0,0,,26
João Neves,POR,1002,5,5,,21
João Palhinha,POR,1779,3,3,,30
João Pedro,BRA,2144,14,14,,24
Joél Drakes-Thomas,ENG,9,0,0,,16
Joël Piroe,NED,226,0,0,,26
Joël Schmied,SUI,952,0,0,,27
Joël Veltman,NED,848,1,1,,34
Joško Gvardiol,CRO,1302,2,2,,24
Juan Arango,VEN,18,0,0,,19
Juan Arizala,COL,23,0,0,,20
Juan Cruz Armada,ESP,604,0,0,,33
Juan Cuadrado,COL,409,1,0,,37
Juan David Cabal,COL,296,2,2,,25
Juan Foyth,ARG,934,0,0,,28
Juan Jesus,BRA,1494,0,0,,34
Juan Miranda,ESP,1718,1,1,,26
Juan Musso,ARG,90,0,0,,31
Juan Rodríguez,URU,727,0,0,,20
Juanlu Sánchez,ESP,1509,0,0,,22
Juanmi,ESP,179,1,1,,32
Jude Bellingham,ENG,1291,4,4,,22
Julen Agirrezabala,ESP,1620,0,0,,25
Jules Koundé,FRA,1903,1,1,,27
Julian Brandt,GER,1211,6,6,,29
