player,nation,minutes,goals,npg,npxg,age
Daniel Jebbison,CAN,119,1,1,1.0,20
Daniel Luna,COL,20,0,0,0.0,21
Daniel Maldini,ITA,1564,6,6,6.699999999999999,22
Daniel Mosquera,COL,1375,5,5,6.6,24
Daniel Muñoz,COL,3228,4,4,4.9,28
Daniel Oyegoke,ENG,103,0,0,0.0,21
Daniel Parejo,ESP,2273,3,2,0.8,35
Daniel Peretz,ISR,270,0,0,0.0,24
Daniel Podence,POR,48,0,0,0.0,28
Daniel Requena,ESP,10,0,0,0.0,20
Daniel Rodriguez,ESP,37,0,0,0.0,18
Daniel Svensson,SWE,781,1,1,0.8,22
Daniel Vivian,ESP,2608,4,4,1.9,25
Daniel Yáñez,ESP,2,0,0,0.0,17
Daniele Baselli,ITA,22,0,0,0.0,32
Daniele Ghilardi,ITA,2029,0,0,0.6,21
Daniele Padelli,ITA,90,0,0,0.0,38
Daniele Sommariva,ITA,28,0,0,0.0,27
Danilho Doekhi,NED,3060,1,1,2.6,26
Danilo,BRA,856,0,0,0.1,23
Danilo Cataldi,ITA,1728,3,3,1.1,29
Danilo D'Ambrosio,ITA,1095,0,0,0.5,35
Danilo Veiga,POR,374,0,0,0.6,21
Danny Ings,ENG,284,1,1,2.3,32
Danny Ward,WAL,135,0,0,0.0,31
Danny Welbeck,ENG,2115,10,9,8.8,33
Danny da Costa,GER,2006,0,0,0.1,31
Dante,BRA,1964,0,0,0.5,40
Dany Mota,POR,2104,5,5,5.1,26
Dara O'Shea,IRL,3122,0,0,1.3,25
Dario Essugo,POR,1938,1,1,0.7,19
Darko Brašanac,SRB,1617,1,1,1.8,32
Darko Lazović,SRB,1459,2,1,1.7,33
Darryl Bakola,FRA,14,0,0,0.0,16
Darwin Machís,VEN,639,0,0,0.9,31
Darwin Núñez,URU,1133,5,5,5.8,25
Darío Fuentes,ESP,5,0,0,0.0,21
David Akpan Ankeye,NGA,45,0,0,0.0,22
David Alaba,AUT,317,0,0,0.0,32
David Argüelles,ESP,7,0,0,0.0,22
David Brooks,WAL,960,2,2,2.5,27
David Costa,POR,352,0,0,1.2,23
David Jurásek,CZE,619,0,0,0.1,23
David López,ESP,2598,1,1,0.9,21
David Mokwa,FRA,22,0,0,0.3,20
David Nemeth,AUT,2137,0,0,0.2,23
David Neres,BRA,1283,2,2,2.7,27
David Odogu,GER,195,0,0,0.2,18
David Otorbi,ESP,14,0,0,0.0,16
David Preu,GER,121,0,0,0.1,19
David Raum,GER,1783,1,1,0.5,26
David Raya,ESP,3420,0,0,0.0,28
David Soria,ESP,3420,0,0,0.0,31
David Torres,ESP,1387,0,0,0.3,21
David Zec,SVN,1541,2,2,1.2,24
David de Gea,ESP,3150,0,0,0.0,33
Davide Bartesaghi,ITA,118,0,0,0.0,18
Davide Calabria,ITA,948,0,0,0.4,27
Davide Faraoni,ITA,260,0,0,0.2,32
Davide Frattesi,ITA,1225,5,5,4.0,24
Davide Zappacosta,ITA,2067,4,4,2.2,32
Dayot Upamecano,FRA,1759,2,2,1.2,25
Dean Henderson,ENG,3420,0,0,0.0,27
Dean Huijsen,ESP,2427,3,3,1.9,19
Declan Rice,ENG,2825,4,4,3.5,25
Dehmaine Assoumani,FRA,98,0,0,0.1,19
Deiver Machado,COL,1805,1,1,2.3,30
Dejan Kulusevski,SWE,2389,7,7,4.2,24
Dele Alli,ENG,9,0,0,0.0,28
Denis Genreau,AUS,222,0,0,0.3,25
Denis Suárez,ESP,608,1,1,0.9,30
Denis Thomalla,GER,4,0,0,0.0,31
Denis Vavro,SVK,2461,2,2,1.4,28
Denis Zakaria,SUI,2144,6,4,3.6,27
Deniz Undav,GER,1726,9,9,11.7,28
Dennis Appiah,FRA,2128,0,0,0.2,32
Dennis Geiger,GER,734,0,0,0.2,26
Dennis Man,ROU,1995,4,4,5.5,25
Denzel Dumfries,NED,1955,7,7,5.4,28
Derek Cornelius,CAN,1420,0,0,0.9,26
Derrick Köhn,GHA,1343,2,2,0.7,25
Destiny Udogie,ITA,1924,0,0,0.3,21
Devis Vásquez,COL,2880,0,0,0.0,26
Devyne Rensch,NED,469,0,0,0.3,21
Diadie Samassékou,MLI,290,0,0,0.1,28
Diego,ESP,1195,3,3,3.8,24
Diego Carlos,BRA,830,0,0,0.6,31
Diego Conde,ESP,1962,0,0,0.0,25
Diego Coppola,ITA,2927,2,2,0.7,20
Diego Gómez,PAR,516,1,1,0.9,21
Diego Iturralde,ESP,37,0,0,0.1,21
Diego Llorente,ESP,2519,2,2,1.5,30
Diego López,ESP,2737,8,8,6.6,22
Diego Martín,ESP,40,0,0,0.0,20
Diego Moreira,BEL,2568,2,2,2.0,19
Diego Pugno,ITA,7,0,0,0.0,18
Diego Rico,ESP,2819,0,0,0.4,31
Dilane Bakwa,FRA,2497,6,6,4.7,21
Dimitri Foulquier,FRA,2299,0,0,0.4,31
Dimitris Giannoulis,GRE,2650,1,1,1.1,28
Dimitry Bertaud,COD,360,0,0,0.0,26
Dinko Horkaš,CRO,1085,0,0,0.0,25
Diogo Dalot,POR,2814,0,0,2.0,25
Diogo Jota,POR,1196,6,6,7.9,27
Diogo Leite,POR,2546,1,1,1.4,25
Divin Mubama,ENG,28,0,0,0.0,19
Djaoui Cissé,FRA,1121,1,1,0.4,20
Djed Spence,ENG,1792,1,1,0.6,23
Djené,TOG,2548,0,0,0.3,32
Djibril Sidibé,FRA,2101,0,0,0.4,32
Djibril Sow,SUI,2062,2,2,2.4,27
Djylian N'Guessan,FRA,181,0,0,0.4,15
Dodi Lukebakio,BEL,3092,11,10,9.3,26
Dodô,BRA,3115,0,0,1.4,25
Domagoj Bradarić,CRO,1933,1,1,0.8,24
Domen Črnigoj,SVN,136,0,0,0.1,28
Domingos André Ribeiro Almeida,POR,1977,0,0,1.2,24
Domingos Duarte,POR,1859,1,1,0.2,29
Dominic Calvert-Lewin,ENG,1609,3,3,6.7,27
Dominic Solanke,ENG,2201,9,8,10.1,26
Dominik Greif,SVK,2790,0,0,0.0,27
Dominik Javorček,SVK,386,0,0,0.0,21
Dominik Kohr,GER,2295,2,2,1.6,30
Dominik Szoboszlai,HUN,2491,6,6,7.3,23
Donny van de Beek,NED,1421,2,2,1.5,27
Donovan Léon,GUF,2880,0,0,0.0,31
Donyell Malen,NED,919,6,6,5.1,25
Douglas,BRA,2307,4,4,3.4,27
Douglas Luiz,BRA,529,0,0,0.6,26
Drissa Camara,CIV,447,0,0,1.2,22
Duje Ćaleta-Car,CRO,1584,1,1,2.1,27
Duk,CPV,179,0,0,0.0,24
Duván Zapata,COL,587,3,3,3.4,33
Dušan Vlahović,SRB,1784,10,6,9.2,24
Dwight McNeil,ENG,1371,4,4,1.1,24
Dylan Batubinsika,COD,2016,1,1,0.8,28
Désiré Doué,FRA,1730,6,6,5.1,19
Eberechi Eze,ENG,2588,8,7,8.9,26
Eddie Nketiah,ENG,1034,3,3,5.8,25
Ederson,BRA,2320,0,0,0.0,30
Edhy Zuliani,FRA,9,0,0,0.0,19
Edimilson Fernandes,SUI,1105,0,0,0.4,28
Edmond Tapsoba,BFA,2507,0,0,1.1,25
Edmond-Paris Maghoma,ENG,119,0,0,0.1,23
Edoardo Bove,ITA,851,1,1,0.6,22
Edoardo Goldaniga,ITA,2532,1,1,2.5,30
Edon Zhegrova,KVX,978,4,4,2.3,25
Edson Álvarez,MEX,1772,0,0,0.4,26
Edu Expósito,ESP,1045,0,0,1.0,27
Eduard Sobol,UKR,95,0,0,0.0,29
Eduardo Camavinga,FRA,1102,1,1,0.4,21
Eiran Cashin,IRL,20,0,0,0.0,22
El Bilal Touré,MLI,356,2,2,1.6,22
El Chadaille Bitshiabu,FRA,1130,0,0,0.3,19
Eldor Shomurodov,UZB,1097,4,4,4.7,29
Elia Caprile,ITA,1945,0,0,0.0,22
Elias Saad,TUN,900,3,3,2.8,24
Eliesse Ben Seghir,MAR,1750,6,4,4.1,19
Elif Elmas,MKD,1065,4,4,1.7,24
Eliot Matazo,BEL,68,0,0,0.0,22
Elisha Owusu,GHA,2344,1,1,0.4,26
Elliot Anderson,ENG,2728,2,2,2.1,21
Ellyes Skhiri,TUN,2231,1,1,1.4,29
Eloge Zabi,CIV,18,0,0,0.0,17
Elseid Hysaj,ALB,424,0,0,0.2,30
Elvis Rexhbeçaj,KVX,1785,1,1,1.4,26
Elye Wahi,FRA,770,3,2,6.5,21
Elysée Logbo,FRA,27,0,0,0.2,20
Emanuel Emegha,NED,2293,14,14,17.0,21
Emanuele Valeri,ITA,2873,2,1,1.0,25
Emerson,BRA,1377,0,0,0.4,25
Emerson Palmieri,ITA,2113,2,2,2.0,29
Emi Buendía,ARG,355,2,2,1.6,27
Emil Audero,IDN,720,0,0,0.0,27
Emil Bohinen,NOR,166,0,0,0.1,25
Emil Holm,SWE,1137,1,1,0.6,24
Emil Krafth,SWE,342,0,0,0.0,29
Emile Smith Rowe,ENG,2043,6,6,4.5,24
Emiliano Martínez,ARG,3194,0,0,0.0,31
Emmanuel Agbadou,CIV,2670,1,1,1.3,27
Emmanuel Biumla,FRA,1336,1,1,0.7,19
Emmanuel Ekong,SWE,186,0,0,0.1,22
Emmanuel Gyasi,GHA,3217,2,2,3.9,30
Emmanuel Koum Mbondo,FRA,12,0,0,0.0,18
Emmanuel Sabbi,USA,653,0,0,1.9,26
Emre Can,GER,2105,3,1,0.4,30
Endika Buján,ESP,7,0,0,0.0,21
Endrick,BRA,363,1,1,2.5,18
Enes Ünal,TUR,345,2,2,2.7,27
Enric Franquesa,ESP,616,1,1,0.3,27
Enrico Del Prato,ITA,2947,4,4,2.0,24
Enzo Barrenechea,ARG,2191,1,1,1.3,23
Enzo Boyomo,CMR,3257,2,2,1.6,22
Enzo Caumont,FRA,34,0,0,0.0,20
Enzo Ebosse,CMR,90,0,0,0.0,25
Enzo Fernández,ARG,2947,6,6,6.1,23
Enzo Le Fée,FRA,318,0,0,0.2,24
Enzo Loiodice,FRA,684,0,0,0.3,23
Enzo Millot,FRA,1843,6,6,6.7,22
Enzo Sternal,FRA,24,0,0,0.0,17
Enzo Tchato,CMR,1899,0,0,0.1,21
Eray Cömert,SUI,1779,0,0,0.9,26
Eren Dinkçi,GER,1196,0,0,1.1,22
Erencan Yardimci,TUR,313,0,0,1.0,22
Erhan Mašović,SRB,910,1,1,0.6,25
Eric Bailly,CIV,617,0,0,0.3,30
Eric Dier,ENG,1463,2,2,1.1,30
Eric García,ESP,1566,2,2,2.3,23
Eric Smith,SWE,2827,1,1,1.4,27
Eric da Silva Moreira,GER,30,0,0,0.0,18
Erik Ahlstrand,SWE,43,0,0,0.0,22
Erling Haaland,NOR,2736,22,19,18.8,24
Ermedin Demirović,BIH,1855,15,15,12.4,26
Ernest Nuamah,GHA,1052,3,3,2.2,20
Eros Maddy,NED,15,0,0,0.0,23
Estanis,ESP,9,0,0,0.1,20
Esteban Lepaul,FRA,1629,9,9,5.1,24
Ethan Mbappé,FRA,222,0,0,1.1,17
Ethan Nwaneri,ENG,895,4,4,1.2,17
Ethan Pinnock,JAM,1913,2,2,1.1,31
Etienne Eto'o,CMR,40,0,0,0.0,21
Etienne Youte Kinkoue,FRA,2320,0,0,1.3,22
Evan Ferguson,IRL,402,1,1,1.1,19
Evanilson,BRA,2319,10,10,11.7,24
Evann Guessand,CIV,2565,12,12,9.2,23
Exequiel Palacios,ARG,1155,1,1,1.5,25
Ezequiel Ávila,ARG,677,2,2,1.5,30
Ezri Konsa,ENG,2936,2,2,1.3,26
Fabian Rieder,SUI,867,1,1,1.4,22
Fabian Schär,SUI,2934,4,4,3.7,32
Fabiano Parisi,ITA,1124,2,2,0.5,23
Fabien Centonze,FRA,265,0,0,0.0,28
Fabio Carvalho,POR,455,2,2,2.5,21
Fabio Chiarodia,ITA,379,1,1,0.3,19
Fabio González,ESP,53,0,0,0.1,27
Fabio Miretti,ITA,1677,3,3,3.1,20
Fabián Ruiz Peña,ESP,1923,4,4,4.3,28
Facundo Buonanotte,ARG,1523,5,5,3.9,19
Facundo Garcés,MAS,678,0,0,0.1,24
Facundo Medina,ARG,2543,0,0,1.8,25
Faik Sakar,GER,1,0,0,0.0,16
Falaye Sacko,MLI,1233,0,0,0.0,29
Fali Candé,GNB,1530,1,1,1.1,26
Fares Chaïbi,ALG,1013,1,1,2.6,21
Farid El Melali,ALG,1893,2,2,3.6,27
Faride Alidou,GER,71,0,0,0.0,23
Faris Pemi Moumbagna,CMR,8,0,0,0.0,24
Faustino Anjorin,ENG,1114,2,2,0.9,22
Federico Accornero,ITA,5,0,0,0.0,20
Federico Barba,ITA,431,0,0,0.2,30
Federico Baschirotto,ITA,3420,2,2,1.2,27
Federico Cassa,ITA,14,0,0,0.0,18
Federico Chiesa,ITA,108,0,0,0.3,26
Federico Dimarco,ITA,2177,4,4,3.3,26
Federico Gatti,ITA,2195,1,1,2.5,26
Federico Ravaglia,ITA,1056,0,0,0.0,24
Federico Valverde,URU,3032,6,6,2.7,26
Felix Agu,NGA,1751,3,3,1.4,24
Felix Nmecha,GER,1509,4,4,1.3,23
Felix Passlack,GER,2334,1,1,1.3,26
Fellipe Jack,BRA,171,0,0,0.0,18
Fer López,ESP,671,2,2,2.7,20
Ferdi Kadioglu,TUR,385,1,1,0.4,24
Ferland Mendy,FRA,1005,0,0,0.0,29
Fermin López,ESP,1252,6,6,5.6,21
Fernando Calero,ESP,715,1,1,0.3,28
Ferrán Ruiz,ESP,18,0,0,0.0,21
Ferrán Torres,ESP,1106,10,10,8.0,24
Fikayo Tomori,ENG,1593,0,0,0.1,26
Filip Jørgensen,DEN,540,0,0,0.0,22
Filip Marchwiński,POL,15,0,0,0.0,22
Filip Stankovic,SRB,1367,0,0,0.0,22
Filippo Melegoni,ITA,89,0,0,0.0,25
Filippo Terracciano,ITA,539,0,0,0.2,21
Finley Stevens,WAL,1,0,0,0.0,21
Finn Dahmen,GER,1710,0,0,0.0,26
Finn Jeltsch,GER,780,0,0,0.1,18
Finn Ole Becker,GER,670,0,0,0.1,24
Finn Porath,GER,1970,2,2,1.8,27
Fisayo Dele-Bashiru,NGA,947,3,3,1.1,23
Flavius Daniliuc,AUT,1004,0,0,0.1,23
Florent Hanin,ALG,2672,1,1,0.9,34
Florent Mollet,FRA,242,0,0,0.3,32
Florent Muslija,KVX,168,0,0,0.3,26
Florian Ayé,FRA,575,2,2,1.9,27
Florian Grillitsch,AUT,1224,0,0,0.30000000000000004,28
Florian Lejeune,FRA,3325,2,2,3.6,33
Florian Micheler,AUT,32,0,0,0.0,19
Florian Müller,GER,753,0,0,0.0,26
Florian Neuhaus,GER,382,0,0,0.6,27
Florian Sotoca,FRA,1794,1,1,4.6,33
Florian Tardieu,FRA,1252,2,2,0.6,32
Florian Thauvin,FRA,1956,8,7,5.7,31
Florian Wirtz,GER,2351,10,8,6.1,21
Florinel Coman,ROU,263,1,1,0.2,26
Flynn Downes,ENG,2151,1,1,0.6,25
Fodé Ballo-Touré,SEN,589,0,0,0.0,27
Folarin Balogun,USA,615,4,4,4.8,23
Fran,ESP,90,0,0,0.0,19
Fran Beltrán,ESP,2421,2,2,1.0,25
Fran Garcia,ESP,2171,0,0,0.9,24
Fran Vieites,ESP,360,0,0,0.0,25
Francesco Acerbi,ITA,1710,0,0,0.4,36
Francesco Camarda,ITA,206,0,0,0.6,16
Francesco Caputo,ITA,6,0,0,0.0,36
Francesco Zampano,ITA,1639,1,1,1.0,30
Francis Coquelin,FRA,224,1,1,1.0,33
Francisco Conceição,POR,1340,3,3,2.3,21
Francisco Perez,ESP,570,0,0,0.3,21
Franck Honorat,FRA,1439,4,4,4.5,27
Franco Carboni,ITA,226,0,0,0.0,21
Franco Cervi,ARG,273,0,0,0.0,30
Frank Feller,GER,121,0,0,0.0,20
Frank Magri,CMR,1516,5,5,6.0,24
Frank Onyeka,NGA,2611,0,0,1.4,26
Frans Krätzig,GER,1273,1,1,0.6,21
Fraser Forster,ENG,630,0,0,0.0,36
Frederic Guilbert,FRA,2435,0,0,0.3,29
Frederik Rønnow,DEN,2520,0,0,0.1,31
Fredrik Jensen,FIN,763,0,0,0.7,26
Fredrik Oppegard,NOR,273,0,0,0.1,21
Frenkie de Jong,NED,1143,2,2,0.7,27
Fábio Silva,POR,1866,10,8,6.4,22
Félix Lemaréchal,FRA,1779,4,4,3.5,20
Gabin Capuano,FRA,11,0,0,0.0,18
Gabriel Bares,SUI,56,0,0,0.0,23
Gabriel Charpentier,CGO,271,1,1,1.3,25
Gabriel Gudmundsson,SWE,1785,2,2,0.7,25
Gabriel Jesus,BRA,608,3,3,3.0,27
Gabriel Magalhães,BRA,2363,3,3,2.6,26
Gabriel Martinelli,BRA,2290,8,8,7.4,23
Gabriel Moscardo,BRA,84,0,0,0.2,18
Gabriel Osei Misehouy,NED,257,1,1,0.9,19
Gabriel Osho,NGA,1654,1,1,1.0,25
Gabriel Strefezza,BRA,2619,6,6,3.7,27
Gabriel Suazo,CHI,2163,0,0,0.8,26
Gabriel Vidovic,CRO,28,0,0,0.2,20
Gabriele Zappa,ITA,3060,2,2,0.9,24
Gaby Jean,FRA,1388,0,0,0.1,24
Gaetano Castrovilli,ITA,744,0,0,0.4,27
Gaetano Oristanio,ITA,2315,3,3,4.1,21
Gastón Pereiro,URU,31,0,0,0.0,29
Gauthier Gallon,FRA,45,0,0,0.0,31
Gautier Larsonneur,FRA,3060,0,0,0.0,27
Gautier Lloris,FRA,2768,2,2,1.2,29
Gavi,ESP,1085,1,1,0.9,19
Gaëtan Laborde,FRA,1829,11,7,8.6,30
Gaëtan Perrin,FRA,2691,10,10,6.1,28
Geoffrey Kondogbia,CTA,2020,0,0,0.5,31
George Edmundson,ENG,2,0,0,0.0,26
George Hirst,SCO,661,3,3,2.1,25
George Ilenikhena,NGA,717,3,3,5.1,17
Georges Mikautadze,GEO,1449,11,8,7.0,23
Georginio Rutter,FRA,1656,5,5,4.6,22
Gerard Gumbau,ESP,849,0,0,1.1,29
Gerard Martín,ESP,1038,1,1,0.5,22
Gerard Moreno,ESP,721,3,0,1.8,32
Germán Valera,ESP,148,0,0,0.1,22
Gerrit Holtmann,PHI,1136,2,2,2.0,29
Gerónimo Rulli,ARG,3060,0,0,0.0,32
Giacomo Raspadori,ITA,1103,6,6,4.0,24
Giangiacomo Magnani,ITA,1065,1,1,1.1,28
Gianluca Busio,USA,2518,2,2,2.4,22
Gianluca Caprari,ITA,1651,3,1,2.6,31
Gianluca Gaetano,ITA,1009,2,2,4.9,24
Gianluca Lapadula,PER,310,0,0,1.4,34
Gianluca Mancini,ITA,3143,2,2,1.7,28
Gianluca Scamacca,ITA,6,0,0,0.1,25
Gianluigi Donnarumma,ITA,2091,0,0,0.0,25
Gideon Mensah,GHA,2280,0,0,0.2,26
Gift Orban,NGA,873,6,6,4.6,22
Gio Reyna,USA,350,2,2,0.2,21
Giorgi Mamardashvili,GEO,3060,0,0,0.0,23
Giorgio Altare,ITA,753,0,0,0.2,25
Giorgio Scalvini,ITA,272,0,0,0.1,20
Giorgos Kyriakopoulos,GRE,2845,2,2,0.9,28
Giorgos Masouras,GRE,1055,2,2,3.9,30
Giovani Lo Celso,ARG,1457,8,6,2.4,28
Giovanni Di Lorenzo,ITA,3330,3,3,2.8,30
Giovanni Fabbian,ITA,1023,3,3,2.3,21
Giovanni Leoni,ITA,1199,1,1,0.1,17
Giovanni Simeone,ARG,419,1,1,2.6,29
Giuliano Simeone,ARG,1926,2,2,2.2,21
Giuseppe Ciocci,ITA,9,0,0,0.0,22
Giuseppe Pezzella,ITA,2878,0,0,0.6,26
Gleison Bremer,BRA,540,0,0,0.1,27
Glen Kamara,FIN,662,0,0,0.2,28
Goduine Koyalipou,CTA,885,4,4,4.8,24
Gonzalo García,ESP,56,0,0,0.5,20
Gonzalo Montiel,ARG,113,0,0,0.0,27
Gonçalo Guedes,POR,995,2,2,3.2,27
Gonçalo Ramos,POR,1066,10,8,11.3,23
Gorka Guruzeta,ESP,1840,7,7,6.6,27
Gorka Rivera Alonso,ESP,20,0,0,0.0,19
Granit Xhaka,SUI,2888,2,2,0.9,31
Grant Ranos,ARM,20,0,0,0.0,21
Gregor Kobel,SUI,2880,0,0,0.0,26
Grigoris Kastanos,CYP,872,1,1,1.0,26
Grischa Prömel,GER,174,0,0,0.0,29
Grégoire Coudert,FRA,180,0,0,0.0,25
Guela Doué,CIV,2717,1,1,0.8,21
Guglielmo Vicario,ITA,2160,0,0,0.0,27
Guido Rodríguez,ARG,1149,0,0,0.2,30
Guillaume Restes,FRA,2543,0,0,0.0,19
Guillermo Maripán,CHI,2340,1,1,0.9,30
Gustav Isaksen,DEN,2210,4,4,5.2,23
Gustavo Nunes,BRA,12,0,0,0.0,18
Gvidas Gineitis,LTU,1430,3,3,1.3,20
Habib Diarra,SEN,2352,4,2,1.8,20
Hafiz Ibrahim,NGA,391,0,0,0.5,18
Hakan Çalhanoğlu,TUR,1947,5,2,1.3,30
Hamari Traoré,MLI,700,0,0,0.0,32
Hamed Junior Traorè,CIV,2093,10,10,7.9,24
Hamidou Makalou,MLI,32,0,0,0.0,18
Hamza Choudhury,BAN,131,0,0,0.0,26
Hamza Rafia,TUN,1058,0,0,0.5,25
Hamzat Ojediran,NGA,416,1,1,0.6,20
Han-Noah Massengo,FRA,1046,0,0,0.4,23
Hannes Behrens,GER,29,0,0,0.0,19
Hans Hateboer,NED,1684,0,0,0.4,30
Hans Nicolussi Caviglia,ITA,2861,4,4,2.4,24
Haris Belkebla,ALG,1792,0,0,0.1,30
Haris Tabakovic,BIH,821,3,3,3.3,30
Harrison Armstrong,ENG,48,0,0,0.4,17
Harrison Reed,ENG,108,0,0,0.2,29
Harry Amass,ENG,346,0,0,0.1,17
Harry Clarke,ENG,379,0,0,0.1,23
Harry Howell,ENG,7,0,0,0.0,15
Harry Kane,ENG,2381,26,17,13.3,31
Harry Maguire,ENG,1758,1,1,1.8,31
Harry Toffolo,ENG,137,0,0,0.0,28
Harry Wilson,WAL,1162,6,6,4.2,27
Harry Winks,ENG,1538,0,0,0.2,28
Harvey Barnes,ENG,1755,9,9,7.2,26
Harvey Elliott,ENG,371,1,1,1.8,21
Hassane Kamara,CIV,2001,1,1,0.9,30
Hauke Wahl,GER,2970,0,0,0.9,30
Henri Koudossou,GER,748,0,0,0.1,24
Henrik Meister,DEN,63,1,1,0.1,20
Henrikh Mkhitaryan,ARM,2396,1,1,1.5,35
Henrique,BRA,352,0,0,0.0,30
Hernani,BRA,1327,3,0,0.5,30
Hervé Koffi,BFA,450,0,0,0.0,27
Hianga Mananga Mbock,FRA,21,0,0,0.0,24
Hicham Boudaoui,ALG,2435,2,2,2.7,24
Himad Abdelli,ALG,2842,6,3,3.2,24
Hiroki Ito,JPN,250,1,1,0.4,25
Hiroki Sekine,JPN,887,0,0,0.1,21
Honest Ahanor,ITA,270,0,0,0.5,16
Hong Hyunseok,KOR,530,0,0,0.5,25
Hugo Duro,ESP,2166,11,10,8.6,24
Hugo Ekitike,FRA,2563,15,14,19.3,22
Hugo Guillamón,ESP,364,0,0,0.1,24
Hugo Larsson,SWE,2393,3,3,3.1,20
Hugo Magnetti,FRA,2323,1,1,0.8,26
Hugo Novoa,ESP,237,0,0,0.5,21
Hugo Sotelo,ESP,1254,0,0,0.2,20
Hugo Álvarez,ESP,1572,4,4,2.5,21
Hwang Hee-chan,KOR,661,2,2,0.8,28
Hákon Arnar Haraldsson,ISL,1755,5,5,3.8,21
Hákon Valdimarsson,ISL,145,0,0,0.0,22
Héctor Bellerín,ESP,580,0,0,0.2,29
Héctor Fort,ESP,585,0,0,0.2,17
Iago Aspas,ESP,1745,10,5,4.0,36
Iago Parente,ESP,71,0,0,0.0,18
Ian Maatsen,NED,1139,1,1,0.9,22
Ibrahim Alani,NGA,160,0,0,0.0,18
Ibrahim Mbaye,FRA,340,1,1,1.8,16
Ibrahim Salah,MAR,358,1,1,0.6,22
Ibrahim Sangaré,CIV,590,0,0,0.0,26
Ibrahim Sissoko,MLI,819,3,2,3.5,28
Ibrahim Sulemana,GHA,283,2,2,0.6,21
Ibrahima Konaté,FRA,2560,1,1,1.7,25
Ibrahima Niane,SEN,943,3,2,4.9,25
Ibrahima Sissoko,MLI,2610,2,2,1.7,26
Ibrahima Wadji,SEN,347,0,0,0.8,29
Idrissa Gana Gueye,SEN,3063,0,0,1.1,34
Ifechukwu Ogbus,SUI,19,0,0,0.0,18
Iglesias,ESP,2888,0,0,1.6,26
Ignace Van Der Brempt,BEL,1257,0,0,0.5,22
Ignatius Ganago,CMR,241,0,0,0.4,25
Igor,BRA,961,0,0,0.0,26
Igor Matanovic,CRO,312,1,1,1.1,21
Igor Miladinović,SRB,26,0,0,0.0,21
Igor Zubeldia,ESP,2269,0,0,0.6,27
Ihlas Bebou,TOG,9,0,0,0.0,30
Ike Orazi,IRL,3,0,0,0.0,17
Iker Almena,ESP,48,0,0,0.0,20
Iker Benito,ESP,37,0,0,0.0,21
Iker Bravo,ESP,682,2,2,0.9,19
Iker Córdoba,ESP,15,0,0,0.0,18
Iker Losada,ESP,694,1,1,1.6,22
Iker Muñoz,ESP,610,0,0,0.5,21
Ilaix Moriba,GUI,2132,1,1,1.7,21
Ilias Akhomach,MAR,584,1,1,0.6,20
Iliman Ndiaye,SEN,2430,9,7,4.7,24
Illia Zabarnyi,UKR,3109,0,0,1.3,21
Ilyes Housni,FRA,230,0,0,0.2,19
Ionuț Radu,ROU,1350,0,0,0.0,27
Irvin Cardona,MLT,1669,6,6,4.800000000000001,26
Isaac Palazón Camacho,ESP,2162,4,4,4.7,29
Isaac Romero,ESP,2156,4,4,6.0,24
Isak Hien,SWE,2327,0,0,1.0,25
Isco,ESP,1547,9,4,3.9,32
Ismael Bekhoucha,MAR,69,0,0,0.0,19
Ismael Konate,ITA,116,0,0,0.2,18
Ismail Jakobs,SEN,180,0,0,0.0,24
Ismaila Sarr,SEN,2711,8,8,10.7,26
Ismaily,BRA,904,0,0,0.7,34
Ismaël Bennacer,ALG,946,0,0,0.2,26
Ismaël Doukouré,FRA,2639,1,1,0.6,21
Ismaël Koné,CAN,829,2,2,0.5,22
Israel Domínguez,ESP,18,0,0,0.0,21
Issa Diop,FRA,1339,0,0,0.5,27
Issa Doumbia,ITA,939,0,0,1.0,20
Issa Kaboré,BFA,308,0,0,0.7,23
Issa Soumaré,SEN,1902,5,5,3.8,23
Issiaga Camara,GUI,20,0,0,0.0,19
Issiaga Sylla,GUI,1156,1,1,1.8,30
Ivan Ilić,SRB,920,1,1,0.9,23
Ivan Jaime Pajuelo,ESP,297,0,0,0.6,23
Ivan Nekić,CRO,71,0,0,0.0,23
Ivan Ordets,UKR,1861,0,0,0.7,32
Ivan Provedel,ITA,2610,0,0,0.0,30
Ivan Prtajin,CRO,161,0,0,0.5,28
Ivan Smolčić,CRO,630,0,0,0.4,23
Iván Balliu,ALB,1200,0,0,0.0,32
Iván Martín,ESP,2039,1,1,1.8,25
Iván Sánchez,ESP,1404,2,2,0.7,31
Iván Villar,ESP,360,0,0,0.0,27
Iñaki Peña,ESP,1396,0,0,0.0,25
Iñaki Williams,GHA,2652,6,6,7.6,30
Iñigo Lekue,ESP,773,0,0,0.2,31
Iñigo Martínez,ESP,2490,0,0,0.5,33
Iñigo Ruiz de Galarreta,ESP,1477,0,0,0.5,30
Jack Clarke,ENG,1181,0,0,1.2,23
Jack Grealish,ENG,721,1,1,1.1,28
Jack Harrison,ENG,2076,1,1,3.5,27
Jack Hinshelwood,ENG,1842,5,5,2.7,19
Jack Stephens,ENG,1389,1,1,0.6,30
Jack Taylor,IRL,860,1,1,0.7,26
Jackson Irvine,AUS,2610,0,0,3.0,31
Jackson Tchatchoua,CMR,3167,2,2,1.6,22
Jacob Bruun Larsen,DEN,814,3,3,2.9,25
