player,nation,minutes,goals,npg,npxg,age
Douglas Luiz,BRA,309,0,0,,19
Douglas Santos,BRA,2378,1,1,,23
Dries Mertens,BEL,3002,18,14,,30
Driss Khalid,MAR,29,0,0,,18
Duje Čop,CRO,96,0,0,,27
Durel Avounou,CGO,651,0,0,,19
Duván Zapata,COL,2108,11,11,,26
Dušan Basta,SRB,775,0,0,,32
Dušan Tadić,SRB,2791,6,5,,28
Dwight Gayle,ENG,1958,6,6,,26
Dylan Bahamboula,CGO,30,0,0,,22
Dylan Lempereur,FRA,142,0,0,,18
Dídac Vilà,ESP,731,0,0,,28
Dória,BRA,77,0,0,,22
Dženis Burnić,BIH,305,0,0,,19
Ebenezer Ofori,GHA,10,0,0,,22
Eddie Nketiah,ENG,20,0,0,,18
Eddie Salcedo,ITA,34,0,0,,15
Eden Hazard,BEL,2422,12,10,,26
Eden Massouema,CGO,189,0,0,,20
Ederson,BRA,3194,0,0,,23
Edgar Ié,GNB,3146,1,1,,23
Edimilson Fernandes,SUI,845,0,0,,21
Edin Džeko,BIH,3018,16,16,,31
Edinson Cavani,URU,2581,28,25,,30
Edoardo Goldaniga,ITA,1153,1,1,,23
Edu Expósito,ESP,96,0,0,,20
Eiji Kawashima,JPN,2569,0,0,,34
Eldin Jakupović,SUI,180,0,0,,32
Eliaquim Mangala,FRA,622,0,0,,26
Elias Kachunga,COD,1329,1,1,,25
Elio Capradossi,UGA,83,0,0,,21
Ellyes Skhiri,TUN,3049,4,4,,22
Eloi Amagat,ESP,15,0,0,,32
Elseid Hysaj,ALB,3125,0,0,,23
Elvis Rexhbeçaj,KVX,128,0,0,,19
Emanuel Cecchini,ARG,30,0,0,,20
Emanuele Giaccherini,ITA,967,3,3,,32
Emanuele Torrasi,ITA,12,0,0,,18
Emerson Hyndman,USA,58,0,0,,21
Emerson Palmieri,ITA,296,0,0,,22
Emil Berggreen,DEN,669,4,4,,24
Emil Forsberg,SWE,1370,2,1,,25
Emil Hallfreðsson,ISL,764,0,0,,33
Emil Krafth,SWE,946,0,0,,22
Emiliano Insúa,ARG,2106,0,0,,28
Emiliano Martínez,ARG,450,0,0,,24
Emiliano Moretti,ITA,1782,0,0,,36
Emiliano Sala,ARG,3031,12,8,,26
Emiliano Viviano,ITA,2430,0,0,,31
Emmanuel Boateng,GHA,1276,6,6,,21
Emmanuel Bourgaud,FRA,542,0,0,,29
Emmanuel Imorou,BEN,34,0,0,,28
Emmanuel Rivière,FRA,2009,5,3,,27
Emre Can,GER,2091,3,3,,23
Emre Mor,TUR,665,1,1,,20
Emre Çolak,TUR,1449,1,1,,26
Eneko Bóveda,ESP,1189,0,0,,28
Enes Ünal,TUR,1723,6,6,,20
Enis Bardhi,MKD,1580,9,9,,22
Enock Kwateng,FRA,90,0,0,,20
Enric Saborit,ESP,1428,0,0,,25
Enrico Bearzotti,ITA,410,0,0,,20
Enrico Brignola,ITA,1347,3,3,,18
Enzo Crivelli,FRA,1747,3,3,,22
Enzo Loiodice,FRA,167,0,0,,16
Enzo Zidane,ESP,71,0,0,,22
Eric Bailly,CIV,1001,1,1,,23
Eric Dier,ENG,2824,0,0,,23
Eric Maxim Choupo-Moting,CMR,2314,5,5,,28
Erick Cabaco,URU,1040,0,0,,22
Erick Pulgar,CHI,2770,3,3,,23
Erik Expósito,ESP,467,1,1,,21
Erik Morán,ESP,228,0,0,,26
Erik Pieters,NED,2718,0,0,,28
Erik Thommy,GER,1147,2,2,,22
Ermedin Demirović,BIH,182,1,1,,19
Ermin Bičakčić,BIH,548,0,0,,27
Ernest Seka,GUI,2178,1,1,,30
Eros Schiavon,ITA,390,0,0,,34
Ervin Taha,FRA,39,0,0,,18
Ervin Zukanović,BIH,2873,0,0,,30
Erwin Zelazny,FRA,1530,0,0,,25
Esteban Granero,ESP,1230,1,1,,30
Esteban Rolón,ARG,418,0,0,,22
Ethan Ampadu,WAL,11,0,0,,16
Etrit Berisha,ALB,2790,0,0,,28
Eugen Polanski,POL,261,0,0,,31
Eugenio Lamanna,ITA,90,0,0,,27
Everton Luiz,BRA,642,0,0,,29
Ezequiel Garay,ARG,2028,0,0,,30
Ezequiel Muñoz,ARG,1407,0,0,,26
Ezequiel Ponce,ARG,1097,2,2,,20
Ezequiel Schelotto,ITA,1318,0,0,,28
Fabian Delph,ENG,1741,1,1,,27
Fabian Frei,SUI,802,1,1,,28
Fabian Johnson,USA,465,1,1,,29
Fabian Lustenberger,SUI,1583,0,0,,29
Fabian Reese,GER,75,0,0,,19
Fabian Schär,SUI,2219,2,2,,25
Fabinho,BRA,3060,7,3,,23
Fabio Borini,ITA,1610,2,2,,26
Fabio Ceravolo,ITA,57,0,0,,30
Fabio Depaoli,ITA,1192,0,0,,20
Fabio González,ESP,64,0,0,,20
Fabio Lucioni,ITA,720,0,0,,29
Fabio Pisacane,ITA,1927,0,0,,31
Fabio Quagliarella,ITA,2719,19,12,,34
Fabián Orellana,CHI,1180,3,3,,31
Fabián Ruiz Peña,ESP,2659,3,3,,21
Fabrizio Cacciatore,ITA,2871,2,2,,30
Fabrizio Caligara,ITA,18,0,0,,17
Facundo Píriz,URU,807,0,0,,27
Facundo Roncaglia,ARG,1492,0,0,,30
Fahad Al Muwallad,KSA,27,0,0,,22
Faitout Maouassa,FRA,887,0,0,,19
Fallou Diagne,SEN,2238,1,1,,27
Faouzi Ghoulam,ALG,985,2,2,,26
Farid Boulaya,ALG,179,0,0,,24
Farès Bahlouli,FRA,307,1,1,,22
Fayçal Fajr,MAR,2385,1,1,,28
Federico Bernardeschi,ITA,847,4,4,,23
Federico Bonazzoli,ITA,204,0,0,,20
Federico Cartabia,ARG,1324,2,2,,24
Federico Ceccherini,ITA,3229,1,1,,25
Federico Chiesa,ITA,3012,6,6,,19
Federico Di Francesco,ITA,1591,1,1,,23
Federico Fazio,ARG,2922,2,2,,30
Federico Fernández,ARG,2676,1,1,,28
Federico Mattiello,ITA,2204,0,0,,22
Federico Peluso,ITA,2594,1,1,,33
Federico Ricca,URU,1109,0,0,,22
Federico Ricci,ITA,1138,1,1,,23
Federico Valverde,URU,1233,0,0,,19
Federico Viviani,ITA,2480,3,3,,25
Felipe,BRA,457,0,0,,30
Felipe Anderson,BRA,1162,4,4,,24
Felipe Avenatti,URU,468,0,0,,24
Felipe Caicedo,ECU,717,3,3,,28
Felipe dal Belo,BRA,2573,1,1,,33
Felix Klaus,GER,1981,4,4,,24
Felix Passlack,GER,75,0,0,,19
Ferland Mendy,FRA,2122,0,0,,22
Fernandinho,BRA,2881,5,5,,32
Fernando Llorente,ESP,238,1,1,,32
Fernando Marçal,BRA,1295,0,0,,28
Fernando Navarro,ESP,1046,0,0,,35
Fernando Pacheco,ESP,3358,0,0,,25
Fernando Torres,ESP,982,5,5,,33
Ferrán Torres,ESP,311,0,0,,17
Filip Helander,SWE,2499,0,0,,24
Filip Kostić,SRB,2438,5,5,,24
Filip Kusić,SRB,15,0,0,,21
Filip Đuričić,SRB,978,0,0,,25
Filipe Luís,BRA,1659,1,1,,31
Filippo Costa,ITA,1473,0,0,,22
Filippo Romagna,ITA,1888,0,0,,20
Fin Bartels,GER,1121,2,2,,30
Flavien Tait,FRA,2235,4,4,,24
Florent Balmont,FRA,860,1,1,,37
Florent Hadergjonaj,KVX,1674,0,0,,23
Florent Mollet,FRA,1412,7,6,,25
Florentin Pogba,GUI,321,0,0,,26
Florian Grillitsch,AUT,1888,1,1,,21
Florian Hübner,GER,327,0,0,,26
Florian Kainz,AUT,1712,3,3,,24
Florian Kath,GER,674,1,1,,22
Florian Lejeune,FRA,2103,0,0,,26
Florian Mayer,GER,19,0,0,,19
Florian Müller,GER,450,0,0,,19
Florian Niederlechner,GER,697,2,2,,26
Florian Thauvin,FRA,2950,22,19,,24
Florin Andone,ROU,1636,7,7,,24
Fodé Ballo-Touré,SEN,2055,0,0,,20
Fouad Chafik,MAR,1613,0,0,,30
Fousseni Diabaté,MLI,587,0,0,,21
Francesco Acerbi,ITA,3420,0,0,,29
Francesco Cassata,ITA,458,1,1,,20
Francesco Magnanelli,ITA,2494,0,0,,32
Francesco Migliore,ITA,329,0,0,,29
Francesco Rossi,ITA,8,0,0,,26
Francesco Vicari,ITA,2850,0,0,,22
Francesco Zampano,ITA,412,0,0,,23
Francis Coquelin,FRA,816,1,1,,26
Francis Guerrero,ESP,993,1,1,,21
Francis Uzoho,NGA,180,0,0,,18
Francisco Molinero,ESP,579,0,0,,32
Francisco Portillo,ESP,2460,2,1,,27
Franck Evina,CMR,110,0,0,,17
Franck Kessié,CIV,3264,5,2,,20
Franck Ribéry,FRA,1203,5,5,,34
Franck Tabanou,FRA,1048,0,0,,28
Franco Di Santo,ARG,1654,3,2,,28
Franco Vázquez,ARG,1838,4,4,,28
Franco Zuculini,ARG,329,0,0,,26
François Bellugou,FRA,2177,0,0,,30
François Kamano,GUI,2014,8,7,,21
François Moubandje,SUI,1699,0,0,,27
Fraser Forster,ENG,1800,0,0,,29
Freddie Ladapo,ENG,17,0,0,,24
Frederic Guilbert,FRA,3240,1,1,,22
Frederik Sørensen,DEN,2001,2,2,,25
Frédéric Sammaritano,FRA,1429,0,0,,31
Félix Eboa Eboa,CMR,1524,1,1,,20
Gabi,ESP,2349,0,0,,34
Gabriel,BRA,2377,5,4,,23
Gabriel Boschilia,BRA,82,0,0,,21
Gabriel Jesus,BRA,1668,13,13,,20
Gabriel Magalhães,BRA,84,0,0,,19
Gabriel Mercado,ARG,2118,0,0,,30
Gabriel Paulista,BRA,2584,0,0,,26
Gabriel Peñalba,ARG,570,0,0,,32
Gabriel Silva,BRA,2077,1,1,,26
Gabriele Angella,ITA,893,0,0,,28
Gabriele Marchegiani,ITA,1,0,0,,21
Gaetano Letizia,ITA,2141,1,1,,27
Gaku Shibasaki,JPN,1002,1,1,,25
Ganso,BRA,519,2,2,,27
Gareth Bale,WAL,1799,16,15,,28
Gareth Barry,ENG,1923,1,1,,36
Gareth McAuley,NIR,458,0,0,,37
Gary Cahill,ENG,2086,0,0,,31
Gastón Ramírez,URU,2214,3,3,,26
Gauthier Hein,FRA,82,0,0,,20
Gaël Kakuta,COD,3083,6,6,,26
Gaëtan Bong,CMR,2236,0,0,,29
Gaëtan Laborde,FRA,957,3,2,,23
Gelson Fernandes,SUI,1036,0,0,,30
Genki Haraguchi,JPN,211,0,0,,26
Geoff Cameron,USA,1525,0,0,,32
Geoffrey Kondogbia,CTA,2614,4,4,,24
George Pușcaș,ROU,702,1,1,,21
Georges Gope-Fenepej,NCL,47,0,0,,28
Georges Mandjeck,CMR,968,0,0,,28
Georges-Kévin N'Koudou,CMR,229,0,0,,22
Georginio Wijnaldum,NED,2387,1,1,,26
Gerard Deulofeu,ESP,938,2,2,,23
Gerard Gumbau,ESP,1434,1,1,,22
Gerard Moreno,ESP,3412,16,15,,25
Gerard Piqué,ESP,2632,2,2,,30
Gerard Valentín,ESP,158,0,0,,24
Germán Pezzella,ARG,2979,1,1,,26
Gerrit Holtmann,PHI,901,2,2,,22
Gerson,BRA,909,2,2,,20
Gerzino Nyamsi,CMR,270,0,0,,20
Gerónimo Poblete,ARG,1656,0,0,,24
Gerónimo Rulli,ARG,2340,0,0,,25
Giacomo Bonaventura,ITA,2541,8,8,,27
Giampaolo Pazzini,ITA,1437,5,1,,32
Gian Filippo Felicioli,ITA,277,0,0,,19
Gian Marco Ferrari,ITA,2645,2,2,,25
Gian-Luca Itter,GER,412,0,0,,18
Giancarlo González,CRC,1857,0,0,,29
Gianluca Caprari,ITA,1809,5,5,,24
Gianluca Di Chiara,ITA,1007,0,0,,23
Gianluca Gaudino,GER,18,0,0,,20
Gianluca Lapadula,PER,1495,6,3,,27
Gianluca Mancini,ITA,684,1,1,,21
Gianluca Pegolo,ITA,104,0,0,,36
Gianluca Scamacca,ITA,23,0,0,,18
Gianluigi Buffon,ITA,1862,0,0,,39
Gianluigi Donnarumma,ITA,3420,0,0,,18
Giannelli Imbula,COD,2243,1,1,,24
Gideon Jung,GER,2570,1,1,,22
Gil Bastião Dias,POR,1198,2,2,,20
Gilles Sunu,TOG,655,1,1,,26
Giorgio Chiellini,ITA,2161,0,0,,32
Giovani Lo Celso,ARG,1776,4,4,,21
Giovanni Crociata,ITA,290,1,1,,19
Giovanni Simeone,ARG,2998,14,14,,22
Giovanni Sio,CIV,2193,10,10,,28
Giovanni Volpicelli,ITA,4,0,0,,17
Giulio Donati,ITA,2284,0,0,,27
Giuseppe Pezzella,ITA,903,0,0,,19
Giuseppe Rossi,ITA,260,1,1,,30
Glen Johnson,ENG,547,0,0,,32
Glenn Murray,ENG,2192,12,8,,33
Godfred Donsah,GHA,1794,2,2,,21
Gojko Kačar,SRB,228,1,1,,30
Gonzalo Castro,GER,1206,0,0,,30
Gonzalo Escalante,ARG,1565,1,1,,24
Gonzalo Higuaín,ARG,2815,16,15,,29
Gonçalo Guedes,POR,2444,5,5,,20
Goran Pandev,MKD,1803,5,5,,34
Gorka Iraizoz,ESP,765,0,0,,36
Granit Xhaka,SUI,3260,1,1,,24
Gregory van der Wiel,NED,288,0,0,,29
Grzegorz Krychowiak,POL,1641,0,0,,27
Grégoire Defrel,MTQ,485,1,0,,26
Grégory Sertic,FRA,350,0,0,,27
Guessouma Fofana,MTN,743,0,0,,24
Guido Burgstaller,AUT,2324,11,11,,28
Guido Carrillo,ARG,874,4,4,,26
Guido Pizarro,ARG,1755,1,1,,27
Guilherme,BRA,944,2,2,,26
Guilherme,QAT,2639,0,0,,26
Guilherme Arana,BRA,193,0,0,,20
Guillaume Gillet,BEL,16,0,0,,33
Guillermo Maripán,CHI,1528,0,0,,23
Gustavo Cabral,ARG,1891,1,1,,31
Guy Ngosso,CMR,610,1,1,,32
Gylfi Sigurðsson,ISL,2259,4,4,,27
Gōtoku Sakai,JPN,2289,0,0,,26
Habib Diallo,SEN,15,0,0,,22
Habib Maïga,CIV,708,1,1,,21
Hacen,MTN,81,0,0,,19
Hakan Çalhanoğlu,TUR,2172,6,6,,23
Hal Robson-Kanu,WAL,827,2,2,,28
Hamari Traoré,MLI,2637,0,0,,25
Hamza Choudhury,BAN,378,0,0,,19
Hamza Mendyl,MAR,851,0,0,,19
Han Kwang-song,PRK,277,0,0,,18
Hans Hateboer,NED,2398,0,0,,23
Harrison Manzala,COD,1867,4,3,,23
Harry Arter,IRL,960,1,1,,27
Harry Kane,ENG,3076,30,28,,24
Harry Maguire,ENG,3420,2,2,,24
Harry Winks,ENG,774,0,0,,21
Harvey Barnes,ENG,10,0,0,,19
Henri Bedimo,CMR,42,0,0,,33
Henri Saivet,SEN,83,1,1,,26
Henrikh Mkhitaryan,ARM,1716,3,3,,28
Hernani,BRA,544,3,3,,23
Hernán,ESP,351,0,0,,26
Hernán Pérez,PAR,516,0,0,,28
Hernán Toledo,ARG,624,0,0,,21
Hervé Bazile,HAI,876,0,0,,27
Hervé Koffi,BFA,360,0,0,,20
Heurelho Gomes,BRA,2128,0,0,,36
Hicham Mahou,FRA,55,0,0,,18
Hiroki Sakai,JPN,2520,0,0,,27
Holger Badstuber,GER,2173,2,2,,28
Houssem Aouar,ALG,2433,6,6,,19
Hugo Duro,ESP,19,0,0,,17
Hugo Lloris,FRA,3240,0,0,,30
Hugo Mallo,ESP,2999,0,0,,26
Håvard Nordtveit,NOR,969,0,0,,27
Héctor Bellerín,ESP,3051,2,2,,22
Héctor Hernández,ESP,16,0,0,,26
Héctor Moreno,MEX,950,1,1,,29
Iago Aspas,ESP,2936,22,20,,29
Iago Falque,ESP,2821,12,12,,27
Iago Herrerín,ESP,720,0,0,,29
Ibai Gómez,ESP,2319,7,6,,27
Ibrahim Afellay,NED,166,0,0,,31
Ibrahim Amadou,FRA,2405,0,0,,24
Ibrahim Sangaré,CIV,1588,1,1,,19
Ibrahima Konaté,FRA,1228,0,0,,18
Ibrahima Mbaye,SEN,1760,1,1,,22
Ibrahima Niane,SEN,849,2,2,,18
Ibrahima Traoré,GUI,201,0,0,,29
Idriss Saadi,ALG,941,4,4,,25
Idrissa Gana Gueye,SEN,2750,2,2,,27
Ignacio Camacho,ESP,951,0,0,,27
Ignasi Miquel,ESP,1773,0,0,,24
Ignatius Ganago,CMR,69,1,1,,18
Ignazio Abate,ITA,1057,1,1,,30
Igor Lewczuk,POL,437,0,0,,32
Igor Zubeldia,ESP,1582,1,1,,20
Ihlas Bebou,TOG,2140,5,5,,23
Ihsan Sacko,FRA,966,0,0,,20
Iker Muniain,ESP,780,4,4,,24
Imad Faraj,MAR,162,0,0,,18
Imanol Agirretxe,ESP,232,0,0,,30
Imanol Sarriegi,ESP,41,0,0,,22
Imoh Ezekiel,NGA,469,0,0,,23
Isaac Cofie,GHA,591,0,0,,25
Isaac Hayden,JAM,1374,1,1,,22
Isaac Mbenza,BEL,2096,8,8,,21
Isaac Success,NGA,492,0,0,,21
Isco,ESP,1774,7,7,,25
Ishak Belfodil,ALG,1350,4,4,,25
Islam Slimani,ALG,381,1,1,,29
Ismaila Sarr,SEN,1858,5,5,,19
Ismaël Diomandé,CIV,712,0,0,,24
Ismaël Traoré,CIV,2855,3,3,,30
Issa Cissokho,SEN,1630,0,0,,32
Issa Diop,FRA,3060,3,3,,20
Issiaga Sylla,GUI,1602,1,1,,23
Iuri Medeiros,POR,641,2,2,,23
Ivan Perišić,CRO,3313,11,11,,28
Ivan Radovanović,SRB,3140,1,1,,28
Ivan Rakitić,CRO,2835,1,1,,29
Ivan Santini,CRO,2777,11,6,,28
Ivan Strinić,CRO,1251,0,0,,30
Iver Fossum,NOR,1306,1,1,,21
Ivi,ESP,1762,4,3,,23
Iván Alejo,ESP,1102,1,1,,22
Iván Balliu,ALB,1951,0,0,,25
Iván Cuéllar,ESP,3150,0,0,,33
Iván López,ESP,173,0,0,,23
Iván Ramis,ESP,1302,3,3,,32
Iván Rodríguez,ESP,20,0,0,,21
Izet Hajrović,BIH,189,0,0,,25
Izzy Brown,ENG,311,0,0,,20
Iñaki Williams,GHA,2851,7,7,,23
Iñigo Córdoba,ESP,1459,1,1,,20
Iñigo Lekue,ESP,2111,0,0,,24
Iñigo Martínez,ESP,2495,1,1,,26
Jack Butland,ENG,3150,0,0,,24
Jack Cork,ENG,3420,2,2,,28
Jack Simpson,ENG,71,0,0,,20
Jack Stephens,ENG,1980,2,2,,23
Jack Wilshere,ENG,1193,1,1,,25
Jacob Bruun Larsen,DEN,114,0,0,,18
Jacob Murphy,ENG,1148,1,1,,22
Jacopo Sala,ITA,992,0,0,,25
Jadon Sancho,ENG,690,1,1,,17
Jagoš Vuković,SRB,1333,1,1,,29
Jaime Sierra Mateos,ESP,28,0,0,,19
Jairo Samperio,ESP,592,0,0,,24
Jake Livermore,ENG,2674,2,2,,27
Jakub Błaszczykowski,POL,520,1,1,,31
Jakub Jankto,CZE,2654,4,4,,21
Jamaal Lascelles,ENG,2928,3,3,,23
James Collins,WAL,1050,1,1,,33
James Lea Siliki,CMR,1818,3,3,,21
James McArthur,SCO,2431,5,5,,29
James McCarthy,IRL,205,0,0,,26
James McClean,IRL,1406,1,1,,28
James Milner,ENG,1775,0,0,,31
James Morrison,SCO,207,1,1,,31
James Rodríguez,COL,1621,7,7,,26
James Tarkowski,ENG,2790,0,0,,24
James Tomkins,ENG,2387,3,3,,28
James Ward-Prowse,ENG,1716,3,3,,22
Jamie Murphy,SCO,168,0,0,,27
Jamie Vardy,ENG,3247,20,15,,30
Jan Bednarek,POL,426,1,1,,21
Jan Morávek,CZE,702,0,0,,27
Jan Oblak,SVN,3330,0,0,,24
Jan Repas,SVN,902,0,0,,20
Jan Vertonghen,BEL,3203,0,0,,30
Janik Haberer,GER,2748,3,2,,23
Jann-Fiete Arp,GER,850,2,2,,17
Jannes Horn,GER,825,0,0,,20
Jannik Vestergaard,DEN,2880,3,3,,24
Jaroslav Plašil,CZE,1044,0,0,,35
Jasmin Kurtić,SVN,2102,3,3,,28
Jason,ESP,1786,1,1,,23
Jason Puncheon,ENG,571,0,0,,31
Jasper Cillessen,NED,90,0,0,,28
Jaume Costa,ESP,2536,0,0,,29
Jaume Doménech,ESP,450,0,0,,26
Javi Castellano,ESP,1566,0,0,,29
Javi Fuego,ESP,1878,0,0,,33
Javi García,ESP,2410,1,1,,30
Javi López,ESP,966,0,0,,31
Javi Martínez,ESP,1609,1,1,,28
Javier Eraso,ESP,2533,4,4,,27
Javier Hernández,MEX,1548,8,8,,29
Javier Manquillo,ESP,1758,0,0,,23
Javier Mascherano,ARG,541,0,0,,33
Javier Ontiveros,ESP,391,0,0,,19
Javier Pastore,ARG,1347,4,4,,28
Jawad El Yamiq,MAR,360,0,0,,25
Jay Fulton,SCO,19,0,0,,23
Jay Rodriguez,ENG,2812,7,6,,28
Jaïro Riedewald,NED,442,0,0,,20
Jean Seri,CIV,2615,2,2,,26
Jean-Christophe Bouet,FRA,90,0,0,,34
Jean-Claude Billong,CMR,294,0,0,,23
Jean-Eudes Aholou,CIV,3006,5,5,,23
Jean-Kévin Augustin,FRA,1266,9,8,,20
Jean-Luc Dompé,FRA,29,0,0,,21
Jean-Philippe Gbamin,CIV,2591,1,1,,21
Jean-Victor Makengo,FRA,246,0,0,,19
Jeff Hendrick,IRL,2331,2,2,,25
Jeff Reine-Adélaïde,FRA,439,0,0,,19
Jefferson Lerma,COL,2135,0,0,,22
Jefferson Montero,ECU,58,0,0,,27
Jeffrey Bruma,NED,990,0,0,,25
Jeffrey Gouweleeuw,NED,2385,0,0,,26
Jeffrey Schlupp,GHA,1745,0,0,,24
Jeison Murillo,COL,1374,0,0,,25
Jemerson,BRA,2855,2,2,,24
Jens Stryger Larsen,DEN,2531,1,1,,26
Jeremie Boga,CIV,17,0,0,,20
Jeremy Toljan,GER,1391,1,1,,22
Jermain Defoe,ENG,1088,4,4,,34
Jerome Sinclair,ENG,31,0,0,,20
Jesse Lingard,ENG,1817,8,8,,24
Jessy Deminguet,FRA,534,1,1,,19
Jessy Moulin,FRA,305,0,0,,31
Jesé,ESP,614,1,1,,24
Jesús Gámez,ESP,98,0,0,,32
Jesús Navas,ESP,1763,1,1,,31
Jesús Vallejo,ESP,630,0,0,,20
Jetro Willems,NED,1664,0,0,,23
Jhon Córdoba,COL,957,0,0,,24
Ji Dong-won,KOR,19,0,0,,26
Jimmy Briand,FRA,3209,11,8,,31
Jimmy Durmaz,SWE,1028,3,0,,28
Jimmy Giraudon,FRA,2092,0,0,,25
Jiří Pavlenka,CZE,3060,0,0,,25
Joachim Andersen,DEN,546,0,0,,21
Joan Jordán,ESP,2427,6,5,,23
Joaquín,ESP,2479,4,4,,36
Joaquín Correa,ARG,1193,1,1,,22
Joe Allen,WAL,3139,2,2,,27
Joe Gomez,ENG,1902,0,0,,20
Joe Hart,ENG,1710,0,0,,30
Joe Lolley,ENG,221,1,1,,24
Joe Willock,ENG,82,0,0,,17
Joel Campbell,CRC,214,2,2,,25
Joel Obi,NGA,1247,5,5,,26
Joel Pohjanpalo,FIN,116,1,1,,22
Joel Ward,ENG,1613,0,0,,27
Johan Mojica,COL,2135,0,0,,24
Johann Obiang,GAB,470,0,0,,24
Johannes Eggestein,GER,99,0,0,,19
Johannes Geis,GER,676,0,0,,23
John Brooks,USA,727,0,0,,24
John Guidetti,SWE,1337,3,3,,25
John Stones,ENG,1302,0,0,,23
Jon Ander Serantes,ESP,90,0,0,,27
Jon Bautista,ESP,181,1,1,,22
Jon Guridi,ESP,54,0,0,,22
Jonas Hector,GER,1759,2,2,,27
Jonas Hofmann,GER,1033,0,0,,25
Jonas Lössl,DEN,3420,0,0,,28
Jonas Martin,FRA,3025,4,1,,27
Jonathan Bamba,CIV,2572,7,3,,21
Jonathan Cafu,BRA,633,2,2,,26
Jonathan Calleri,ARG,3109,9,4,,23
Jonathan Delaplace,FRA,583,0,0,,31
Jonathan Hogg,ENG,2398,0,0,,28
Jonathan Ikone,FRA,998,1,1,,19
Jonathan Martins Pereira,FRA,1135,0,0,,31
Jonathan Rivierez,MTQ,2064,0,0,,28
Jonathan Schmid,FRA,1473,0,0,,27
Jonathan Silva,ARG,112,0,0,,23
Jonathan Tah,GER,2427,0,0,,21
Jonathan Tinhan,BEN,73,0,0,,28
Jonathan Viera,ESP,1993,4,3,,27
Jonathan Walters,IRL,39,0,0,,33
Jonathan de Guzmán,NED,1092,0,0,,29
Jonathas,BRA,634,3,2,,28
Jonjo Shelvey,ENG,2268,1,1,,25
Jonjoe Kenny,ENG,1590,0,0,,20
Jonny Castro,ESP,3202,2,2,,23
Jonny Evans,NIR,2270,2,2,,29
Jony,ESP,217,0,0,,26
Jonás Ramalho,ESP,2298,0,0,,24
Jordan Amavi,FRA,2193,0,0,,23
Jordan Ayew,GHA,2852,7,6,,25
Jordan Ferri,FRA,638,0,0,,25
Jordan Henderson,ENG,2171,1,1,,27
Jordan Hugill,ENG,25,0,0,,25
Jordan Ikoko,COD,2420,0,0,,23
Jordan Lukaku,BEL,1355,1,1,,23
Jordan Marié,FRA,1883,1,1,,25
Jordan Nkololo,COD,424,0,0,,24
Jordan Pickford,ENG,3420,0,0,,23
Jordan Tell,GLP,114,1,1,,20
Jordan Torunarigha,GER,663,1,1,,19
Jordan Veretout,FRA,3209,8,6,,24
Jordi Alba,ESP,2744,2,2,,28
Jordi Amat,IDN,2045,0,0,,25
Jordi Mboula,ESP,31,1,1,,18
Jordon Ibe,ENG,1995,2,2,,21
Jorge,BRA,1920,1,1,,21
Jorge Meré,ESP,1890,1,1,,20
Jorge Molina,ESP,2786,7,4,,35
Jorginho,ITA,2650,2,1,,25
Joris Gnagnon,FRA,2919,2,2,,20
Joris Kayembe,COD,89,0,0,,22
Joseba Zaldúa,ESP,2557,1,1,,25
Joselu,ESP,1712,4,4,,27
Josh Cullen,IRL,8,0,0,,21
Josh Sims,ENG,163,0,0,,20
Josh Tymon,ENG,163,0,0,,18
Josha Vagnoman,GER,21,0,0,,16
Joshua Kimmich,GER,2329,1,1,,22
Joshua King,NOR,2453,8,6,,25
Josip Brekalo,CRO,1595,4,4,,19
Josip Drmić,SUI,467,4,4,,24
Josip Elez,CRO,774,0,0,,23
Josip Iličić,SVN,2002,11,9,,29
Josuha Guilavogui,FRA,2404,3,2,,26
José Alonso Lara,ESP,10,0,0,,17
José Arnaiz,ESP,6,0,0,,22
José Callejón,ESP,3238,10,10,,30
José Campaña,ESP,2734,1,1,,24
José Fonte,POR,688,0,0,,33
José Holebas,GRE,2382,0,0,,33
José Izquierdo,COL,1984,5,5,,25
José Luis Gayà,ESP,2916,0,0,,22
José Luis Morales,ESP,3058,10,7,,30
José Luis Palomino,ARG,1979,1,1,,27
José Manuel Jurado,ESP,1501,0,0,,31
José María Giménez,URU,1690,1,1,,22
José Mauri,ITA,13,0,0,,21
José Ángel,ESP,2426,0,0,,27
Jozabed,ESP,1473,0,0,,26
João Cancelo,POR,1941,1,1,,23
João Moutinho,POR,2803,1,1,,30
João Mário,POR,1576,2,2,,24
João Pedro,ITA,1656,5,4,,25
Joël Matip,CMR,1997,1,1,,25
Juan Bernat,ESP,888,0,0,,24
Juan Cruz,ESP,7,0,0,,17
Juan Cuadrado,COL,1353,4,4,,29
Juan Jesus,BRA,1658,0,0,,26
Juan Mata,ESP,1922,3,3,,29
Juanfran,ESP,4364,0,0,,28
Juanjo Narváez,COL,304,0,0,,22
Juankar,ESP,784,0,0,,27
Juanmi,ESP,1489,8,8,,24
Juanpe,ESP,3065,5,5,,26
Juanpi,VEN,610,0,0,,23
Jules Iloki,FRA,1421,0,0,,25
Jules Koundé,FRA,1589,2,2,,18
Julian Baumgartlinger,AUT,1393,1,1,,29
Julian Brandt,GER,2326,9,9,,21
Julian Draxler,GER,1704,4,4,,23
Julian Korb,GER,2336,1,1,,25
Julian Palmieri,FRA,1127,0,0,,30
